lat,lng
37.53896395,126.8575273
37.49600317,127.1163921
37.51995856,127.1127841
37.48833964,127.1242025
37.50272876,127.0772006
37.50818457,127.1039516
37.51675638,127.0855292
37.60364868,127.026193
37.46501785,127.0384984
37.50860203,127.0130697
37.51744725,126.8392781
37.52538168,126.834919
37.64910564,127.0617941
37.65628642,127.0783154
37.67333108,127.0444947
37.61739138,126.9150721
37.62371954,126.917051
37.48519452,127.0741741
37.57113118,127.0028223
37.60239092,126.9349697
37.58222105,126.8953801
37.62895786,127.0127956
37.56644815,127.0679631
37.55196846,127.0921836
37.54626953,127.0662231
37.53854919,126.9445751
37.45326561,126.9008518
37.47934194,126.957577
37.47367987,126.9204237
37.52010121,127.0280911
37.57301958,126.8241451
37.55481469,127.1298694
37.5628715,127.1721207
37.55927202,127.1710156
37.49048609,127.1134001
37.50232894,127.1214284
37.49644659,127.1549555
37.51321288,127.1062673
37.49723603,127.1130146
37.60351098,127.0323456
37.60073006,127.0338697
37.60610663,127.0368611
37.59547506,127.0356583
37.48046447,126.8912244
37.49045686,127.0085157
37.51483774,126.8272841
37.62293375,127.0902211
37.66389487,127.0761294
37.61367048,126.9117701
37.48746935,126.9926427
37.47763189,127.0002529
37.56449716,127.0027984
37.56593706,126.9833806
37.59209148,126.941255
37.53018837,127.0106206
37.63135713,127.0242605
37.56551545,127.054675
37.57872331,127.0701006
37.53638429,127.0948719
37.55749033,126.9550659
37.55631458,126.9407184
37.5109877,126.8918818
37.51601691,126.9059857
37.51870441,126.9338134
37.5216017,126.9052737
37.49613019,126.9018444
37.49657747,126.9011733
37.51675117,126.8943811
37.56500547,127.025566
37.56336202,127.0315889
37.4999499,126.9231848
37.61362022,127.0766982
37.51394641,127.0307211
37.55020516,126.8728838
37.5401165,127.1250747
37.50961917,127.0911469
37.50391563,127.0969934
37.61368876,127.0489718
37.49644631,127.0227872
37.64127052,127.037527
37.61718636,126.9228582
37.64634188,126.9077718
37.49346819,127.0613815
37.494071,127.0467622
37.44717251,126.8973279
37.56961078,126.9149591
37.53601092,126.9998183
37.61547662,127.0091217
37.63399943,127.0135447
37.58944466,127.0688157
37.59633754,127.0603422
37.57396874,127.0310469
37.57509301,127.0465774
37.53231667,127.0638025
37.5460789,127.1089348
37.55978005,126.8958559
37.56014329,126.8963851
37.52357336,126.8820019
37.51696312,126.9167962
37.48378509,126.9097021
37.48105471,126.909848
37.46939434,126.897975
37.50823792,126.9643514
37.57436009,127.0799215
37.59981081,127.0970658
37.592263,127.0934024
37.60616082,127.0931342
37.53080546,127.0339317
37.55108203,127.123831
37.53026382,127.1363288
37.51481883,127.1196634
37.50971415,127.1031401
37.4997498,126.8417986
37.49989502,126.8419783
37.48089507,126.8925782
37.48805249,127.0267318
37.5294477,126.8350866
37.67687864,127.055337
37.63383052,127.0600591
37.63407136,127.0691473
37.65776297,127.0678994
37.48280691,126.9819086
37.54699189,126.9982846
37.54601793,126.9876727
37.55574075,126.972718
37.52501478,126.9914605
37.52734047,126.9551269
37.58029657,127.0221506
37.6457043,127.0105211
37.58173935,127.0427882
37.57989111,127.0449967
37.54753847,126.9263163
37.54780705,126.9204049
37.52544239,126.9054582
37.50608998,126.9000338
37.46462504,126.8995285
37.56859398,127.0372067
37.53759951,127.0543883
37.5068064,126.9509654
37.50699867,127.047329
37.52192263,127.0561677
37.51022959,127.0367526
37.57954641,126.7996008
37.53703446,127.1281123
37.54659183,127.1262083
37.49279102,127.1471442
37.51185034,127.1280562
37.5956821,127.035589
37.60791371,127.0472846
37.49929601,126.8493711
37.53675334,126.8637603
37.62605828,127.0740665
37.62724126,127.0721899
37.61718627,127.0634319
37.66666899,127.0780865
37.49498875,126.9827272
37.48757625,127.0745147
37.48847802,127.1004472
37.56577489,127.0022804
37.56978405,126.9711752
37.5956125,126.9521033
37.53301583,126.9563985
37.53784554,126.9659394
37.53434037,126.9465984
37.64568703,127.0107026
37.57236236,127.0708053
37.58314179,127.0512288
37.5790388,127.0413664
37.52101353,127.0941063
37.55667435,126.9443726
37.52435142,126.9217294
37.46479055,126.8843971
37.50189118,126.9802245
37.50447468,126.9653286
37.59597919,127.0762204
37.47748709,126.9138232
37.48246402,126.9497297
37.52806603,127.0527586
37.51901888,127.0256649
37.52526011,127.0544277
37.55189622,126.850567
37.55987576,126.826902
37.55785602,126.84439
37.57780605,126.8369218
37.53898438,127.1527787
37.51044669,127.0703454
37.49653646,127.1113326
37.53052064,127.1205502
37.49476575,126.8802031
37.48878243,126.83573
37.47836938,127.0084592
37.51678079,127.0161058
37.49501082,127.0068569
37.50868417,127.0133181
37.52626416,126.8363711
37.52015212,126.8442787
37.52265367,126.8516806
37.52520495,126.8323516
37.62904165,127.0569141
37.65637552,127.039474
37.50413956,126.9811367
37.47846129,126.9814613
